site,treatment,GrwSeas,Time,biomassC,TotalSoilN,leafArea,soilPotential,VPD
CAX,Ca,Y,6935,27224.2936929414,1202.14520221013,4.50531064103863,-0.174849147414919,0.001862361640297
CAX,Ca,Y,7300,27341.3656572689,1201.33482935452,4.52592156560204,-0.165708744565222,0.001862361640297
CAX,Ca,Y,7665,27458.3353108129,1200.56390168777,4.54377958887222,-0.157134590427032,0.001862361640297
CAX,Ca,Y,8030,27575.0479606696,1199.82605240053,4.55998952942084,-0.14910724215831,0.001862361640297
CAX,Ca,Y,8395,27691.4408994149,1199.11657902896,4.57448340595574,-0.14162779227088,0.001862361640297
CAX,Ca,Y,8760,27807.4115294669,1198.43104305735,4.58752469446027,-0.134607943757842,0.001862361640297
CAX,Ca,Y,9125,27922.8733532361,1197.76594499472,4.59909685018133,-0.128011263303463,0.001862361640297
CAX,Ca,Y,9490,28037.7387551561,1197.11838119533,4.60930379057462,-0.121799178199292,0.001862361640297
CAX,Ca,Y,9855,28151.9174286027,1196.4870838369,4.61822085281981,-0.115925403568416,0.001862361640297
CAX,Ca,Y,10220,28265.0930674755,1195.87343997736,4.62599064661127,-0.110372063112128,0.001862361640297
CAX,Ca,Y,10585,28377.2622234044,1195.2760865671,4.63238206826889,-0.105188303138419,0.001862361640297
CAX,Ca,Y,10950,28488.3168261247,1194.69454917015,4.63756100255026,-0.100302091825205,0.001862361640297
CAX,Ca,Y,11315,28598.1892377549,1194.12842809534,4.64151145995643,-0.0957844630923973,0.001862361640297
CAX,Ca,Y,11680,28706.7666161617,1193.57816935449,4.64434590300559,-0.0915325692196089,0.001862361640297
CAX,Ca,Y,12045,28813.808696274,1193.04717151952,4.64616996954601,-0.08747703303803,0.001862361640297
CAX,Ca,Y,12410,28918.7197420443,1192.54543179832,4.64659886059212,-0.0836024095335639,0.001862361640297
CAX,Ca,Y,12775,29021.5426355561,1192.07030014144,4.64610193498935,-0.0799970854457232,0.001862361640297
CAX,Ca,Y,13140,29122.2931986211,1191.62036398622,4.64464256043464,-0.0766205226038129,0.001862361640297
CAX,Ca,Y,13505,29220.9340218005,1191.19455879007,4.64220108118547,-0.0734391243478475,0.001862361640297
CAX,Ca,Y,13870,29317.3571103923,1190.79309430458,4.63878849911899,-0.0704285756980905,0.001862361640297
CAX,Ca,Y,14235,29411.134146476,1190.42273228077,4.64481073608228,-0.0675598680248517,0.001862361640297
CAX,Ca,Y,14600,29502.0169913547,1190.08672178348,4.63946898736525,-0.0648277140543154,0.001862361640297
CAX,Ca,Y,14965,29589.938536234,1189.7818427745,4.63356867035,-0.0622320695880968,0.001862361640297
CAX,Ca,Y,15330,29674.6733809838,1189.50861881466,4.62720366218981,-0.059746244338836,0.001862361640297
CAX,Ca,Y,15695,29756.3474051216,1189.26171242441,4.62028421158099,-0.0573903572335135,0.001862361640297
CAX,Ca,Y,16060,29834.9562234204,1189.03731702815,4.61267321678204,-0.0551290796686806,0.001862361640297
CAX,Ca,Y,16425,29910.4318466307,1188.83275624832,4.60423412237652,-0.0529439926312628,0.001862361640297
CAX,Ca,Y,16790,29982.6543643499,1188.64621735733,4.59484139257028,-0.0508244032783604,0.001862361640297
CAX,Ca,Y,17155,30051.4523904549,1188.476624232,4.58436698503095,-0.0487643111010255,0.001862361640297
CAX,Ca,Y,17520,30116.5990970215,1188.32354478322,4.57266804989889,-0.0467594539814633,0.001862361640297
CAX,Ca,Y,17885,30177.8007269852,1188.18725582968,4.5595781591052,-0.0447987809474881,0.001862361640297
CAX,Ca,Y,18250,30234.6900128593,1188.06850213351,4.54493910400241,-0.0428745435596876,0.001862361640297
CAX,Ca,Y,18615,30286.8060723505,1187.96884771029,4.52841592272447,-0.0409853701092955,0.001862361640297
CAX,Ca,Y,18980,30333.5839692821,1187.89010834896,4.50977242954707,-0.0391283386285913,0.001862361640297
CAX,Ca,Y,19345,30374.3470556841,1187.8344769711,4.48869034399676,-0.0373035513476902,0.001862361640297
CAX,Ca,Y,19710,30408.2991050005,1187.8044671479,4.46597075671952,-0.0355083739020837,0.001862361640297
CAX,Ca,Y,20075,30434.5269159049,1187.80239332167,4.43906157992155,-0.0337454771209827,0.001862361640297
